https://www.transport.act.gov.au/__data/assets/file/0006/1249692/AllStops.csv
#
#
#
Stop	Description	Latitude	Longitude	Street
2157	Perry Dr after 2nd Sidaway St	-35.35463609	149.03446	PERRY DR
2158	Perry Dr before Musgrove St	-35.35688167	149.0364432	PERRY DR
2159	Perry Dr after Lipman St	-35.35701156	149.0368668	PERRY DR
2160	Perry Dr opp Chapman Shops	-35.3562266	149.040111	PERRY DR
2161	Chapman Shops Perry Dr	-35.35607686	149.0403834	PERRY DR
2162	Perry Dr opp Chapman PS	-35.35688599	149.0424352	PERRY DR
2163	Chapman PS Perry Dr	-35.35682545	149.0426031	PERRY DR
2164	Perry Dr at Bertel Cr	-35.3595089	149.0445404	PERRY DR
2165	Perry Dr opp Bertel Cr	-35.35930886	149.0443747	PERRY DR
2166	Kalgoorlie Cr before Callide St	-35.36020663	149.0531528	KALGOORLIE CR
2167	Kalgoorlie Cr before Kapunda St	-35.36021574	149.0529351	KALGOORLIE CR
2168	Fisher Shops Kalgoorlie Cr	-35.36197006	149.0566442	KALGOORLIE CR
2169	Kalgoorlie Cr opp Fisher Shops	-35.36205399	149.0564802	KALGOORLIE CR
2170	Kalgoorlie Cr after Kambalda Cr	-35.3628629	149.0589516	KALGOORLIE CR
2171	Kalgoorlie Cr opp Kambalda Cr	-35.36277662	149.058672	KALGOORLIE CR
2172	Kalgoorlie Cr before 2nd Jarrahdale St	-35.36035076	149.0608884	KALGOORLIE CR
2173	Kalgoorlie Cr after 1st Pandanus St	-35.36005958	149.0612057	KALGOORLIE CR
2182	Badimara St after Hindmarsh Dr	-35.34992149	149.0681607	BADIMARA ST
2183	Badimara St before Hindmarsh Dr	-35.3497765	149.0679941	BADIMARA ST
2184	McInnes St after Hindmarsh Dr	-35.34598276	149.0627877	MCINNES ST
2185	McInnes St after 2nd Buvelot St	-35.345901	149.0629825	MCINNES ST
2186	McInnes St after 1st Chevalier St	-35.34394018	149.061455	MCINNES ST
2187	40 McInnes St	-35.3438557	149.0614925	MCINNES ST
2188	McInnes St after 2nd Chevalier St	-35.34324217	149.0591433	MCINNES ST
2189	McInnes St after 1st Buvelot St	-35.34263053	149.0586392	MCINNES ST
2190	McInnes St opp Conder St	-35.34091079	149.0584086	MCINNES ST
2191	McInnes St after Conder St	-35.34093686	149.0582013	MCINNES ST
2192	McInnes St before Gritten St	-35.3385386	149.0594342	MCINNES ST
2193	McInnes St before Ironside St	-35.33841437	149.0595301	MCINNES ST
2194	Hilder St before Gritten St	-35.33687212	149.0579298	HILDER ST
2195	Hilder St opp McInnes St	-35.33679109	149.0578178	HILDER ST
2196	Hilder St after 1st Lycett St	-35.33674841	149.0561411	HILDER ST
2197	Hilder St after Gritten St	-35.33684062	149.0556495	HILDER ST
2198	Hilder St at McCubbin St	-35.33556552	149.0538691	HILDER ST
2199	Hilder St before Streeton Dr	-35.33559546	149.0537521	HILDER ST
2200	Namatjira Dr after Dillon Cl	-35.33926981	149.0545569	NAMATJIRA DR
2201	Namatjira Dr before Conder St	-35.34057665	149.0565902	NAMATJIRA DR
2202	Namatjira Dr after Conder St	-35.34227444	149.0572626	NAMATJIRA DR
2203	Parkinson St opp Backler Pl	-35.34327612	149.055773	PARKINSON ST
2204	Parkinson St at Backler Pl	-35.34340879	149.0557642	PARKINSON ST
2205	Cooleman Court Interchange Plt 1	-35.3423651	149.0534702	PARKINSON ST
2206	Cooleman Court Interchange Plt 2	-35.34245652	149.0528652	PARKINSON ST
2207	Blackwood Tce opp Holder Shops	-35.33667708	149.0446724	BLACKWOOD TCE
2208	Holder Shops Blackwood Tce	-35.3365628	149.0446068	BLACKWOOD TCE
2209	Blackwood Tce after Tyers St	-35.3360965	149.0411537	BLACKWOOD TCE
2210	Blackwood Tce opp Tyers St	-35.33605424	149.0409337	BLACKWOOD TCE
2212	Heysen St opp Preston St	-35.3302421	149.0552513	HEYSEN ST
2213	Heysen St before Preston St	-35.33033323	149.055247	HEYSEN ST
2214	Canberra Girls Grammar Senior School Melbourne Av	-35.31804312	149.1153314	MELBOURNE AV
2216	Melbourne Av after National Cct	-35.31383246	149.1190766	MELBOURNE AV
2217	Melbourne Av after Canterbury Cr	-35.31217688	149.1205412	MELBOURNE AV
2218	State Cir after Melbourne Av	-35.31116929	149.1206282	STATE CIR
2219	Gawler Cr opp Canberra Girls Grammar Senior School	-35.31713905	149.1131598	GAWLER CR
2220	Canberra Girls Grammar Senior School Gawler Cr	-35.31722238	149.1133434	GAWLER CR
2221	Gawler Cr before Robe St	-35.31442023	149.1104725	GAWLER CR
2222	Hopetoun Cct before Grey St	-35.31307559	149.1076605	HOPETOUN CCT
2223	Hopetoun Cct after Grose St	-35.31306241	149.1073819	HOPETOUN CCT
2224	Hopetoun Cct after 1st Hampton Cct	-35.30964266	149.1066289	HOPETOUN CCT
2225	Hopetoun Cct after Weston St	-35.3102566	149.1066272	HOPETOUN CCT
2226	Hopetoun Cct before Loftus St	-35.30736714	149.1064819	HOPETOUN CCT
2227	Hopetoun Cct before 1st Hampton Cct	-35.3074243	149.1065647	HOPETOUN CCT
2228	Hopetoun Cct before Schlich St	-35.30517684	149.1068254	HOPETOUN CCT
2229	Schlich St before Broome Cr	-35.30459036	149.1046811	SCHLICH ST
2230	Schlich St before Hopetoun Cct	-35.3045946	149.1063011	SCHLICH ST
2231	Schlich St before Musgrave St	-35.30442781	149.1038169	SCHLICH ST
2232	Eyre St after Howitt St	-35.31544002	149.1439587	EYRE ST
2233	Wentworth Av after Giles St	-35.31429728	149.1444983	WENTWORTH AV
2234	Wentworth Av after Dawes St	-35.31735429	149.1463223	WENTWORTH AV
2235	Wentworth Av before Dawes St	-35.31708773	149.1455454	WENTWORTH AV
2237	Cunningham St opp Parbery St SSO	-35.31763536	149.149174	CUNNINGHAM ST
2238	Sandalwood St after Spinifex St SSO	-35.31619893	149.1511708	SANDALWOOD ST
2239	Cunningham St before Spinifex St SSO	-35.31776648	149.1509758	CUNNINGHAM ST
2240	Nemarang Cr opp Larakia St	-35.35192965	149.0639656	NEMARANG CR
2245	Parliament House Federation Mall Northbound	-35.30553308	149.1260731	FEDERATION MALL
2246	Parliament House Federation Mall Southbound	-35.30608539	149.1270125	FEDERATION MALL
2247	Commonwealth Av opp Albert Hall	-35.29789084	149.1262954	COMMONWEALTH AV
2248	Albert Hall Commonwealth Av	-35.29777558	149.1258778	COMMONWEALTH AV
2249	Nemarang Cr after Galibal St	-35.35232166	149.0668739	NEMARANG CR
2251	Nemarang Cr after Yiman St	-35.35252601	149.0671542	NEMARANG CR
2254	National Cct after Sydney Av	-35.31187355	149.132453	NATIONAL CCT
2255	National Cct before Syndey Av	-35.31213489	149.1324071	NATIONAL CCT
2256	National Cct before Bourke St	-35.31088943	149.1331508	NATIONAL CCT
2257	National Cct after Darling St	-35.3099255	149.1332157	NATIONAL CCT
2258	Barton Bus Stn Plt 1	-35.30607643	149.1331487	NATIONAL CCT
2259	Barton Bus Stn Plt 2	-35.30559061	149.1330414	NATIONAL CCT
2261	Fairbairn Av before Creswell St	-35.28320353	149.1542156	FAIRBAIRN AV
2262	Fairbairn Av after Mount Ainslie Dr	-35.28528988	149.1623792	FAIRBAIRN AV
2263	Fairbairn Av after Truscott St	-35.28525003	149.1618351	FAIRBAIRN AV
2264	Gilmore Cr opp Garran PS	-35.34398276	149.1014228	GILMORE CR
2265	Garran PS Gilmore Cr	-35.3439805	149.1016043	GILMORE CR
2266	Kitchener St before 1st Gilmore Cr	-35.33827774	149.1024819	KITCHENER ST
2267	Kitchener St before Lynch St	-35.33814694	149.1022277	KITCHENER ST
2268	Kitchener St after McNicoll St	-35.33595812	149.1006726	KITCHENER ST
2269	Kitchener St before Birdwood St	-35.33518712	149.1000112	KITCHENER ST
2270	Kitchener St before Goble St	-35.33399637	149.0983434	KITCHENER ST
2271	Kitchener St opp Goble St	-35.33387663	149.0978673	KITCHENER ST
2272	Kent St opp Hughes Shops	-35.33312879	149.0950383	KENT ST
2273	Kent St before Birdwood St	-35.3296076	149.0945679	KENT ST
2274	Kent St after Jensen St	-35.32937763	149.0945212	KENT ST
2275	Kent St opp Alfred Deakin HS	-35.32535697	149.0963931	KENT ST
2276	Alfred Deakin HS Kent St	-35.32493908	149.0965253	KENT ST
2277	Royal Life Saving House Kent St	-35.32231649	149.0977291	KENT ST
2278	Canberra Private Hospital Kent St	-35.319844	149.0981789	KENT ST
2279	Kent St opp Canberra Private Hospital	-35.31934319	149.09831	KENT ST
2280	Strickland Cr before Kent St	-35.31847282	149.098854	STRICKLAND CR
2281	Strickland Cr before Macgregor St	-35.31842488	149.0990188	STRICKLAND CR
2282	Macgregor St after Cairns St	-35.31717956	149.1014262	MACGREGOR ST
2283	Macgregor St before Nathan St	-35.31694678	149.1020075	MACGREGOR ST
2284	Macgregor St before Stradbroke St	-35.3163225	149.1056583	MACGREGOR ST
2285	Macgregor St after De Chair St	-35.31626365	149.1052069	MACGREGOR ST
2286	Macgregor St opp Deakin Shops	-35.31546043	149.1083097	MACGREGOR ST
2287	Deakin Shops Hopetoun Cct	-35.31487511	149.1083759	HOPETOUN CCT
2288	Gawler Cr opp Robe St	-35.31478486	149.1111705	GAWLER CR
2289	Yambina Cr after Nemarang Cr	-35.35655258	149.0597366	YAMBINA CR
2290	Mawson Dr after Wilkins St	-35.36334605	149.0965333	MAWSON DR
2291	Kent St opp Royal Life Saving House	-35.32211512	149.0979043	KENT ST
2292	Yambina Cr after Wirangu Pl	-35.35654904	149.0596264	YAMBINA CR
2293	Ainsworth St before Mawson Dr	-35.36144656	149.098717	AINSWORTH ST
2294	Mawson PS Ainsworth St	-35.35989964	149.0978329	AINSWORTH ST
2295	Ainsworth St opp Mawson PS	-35.35988147	149.0976333	AINSWORTH ST
2296	Canberra Christian School Ainsworth St	-35.3560952	149.0976861	AINSWORTH ST
2297	Ainsworth St opp Canberra Christian School	-35.35654264	149.0974093	AINSWORTH ST
2298	Streeton Dr before Bangalay Cr	-35.35068668	149.0421503	STREETON DR
2299	Streeton Dr after Darwinia Tce	-35.35250359	149.0415942	STREETON DR
2300	Ainsworth St after Alsop Cl	-35.35057817	149.0934193	AINSWORTH ST
2301	Ainsworth St after Hindmarsh Dr	-35.34984241	149.093792	AINSWORTH ST
2302	Gilmore Cr before 1st Eldridge Cr	-35.34575485	149.1049577	GILMORE CR
2303	Gilmore Cr before Esson Pl	-35.34586519	149.1049374	GILMORE CR
2304	John James Hospital Strickland Cr	-35.31846673	149.0956201	STRICKLAND CR
2305	Strickland Cr opp John James Hospital	-35.31836251	149.0953402	STRICKLAND CR
2306	Novar St after Kintore Cr	-35.31195551	149.0982027	NOVAR ST
2307	Novar St before Weston St	-35.31011462	149.0982046	NOVAR ST
2308	Yarralumla Shops Novar St	-35.30792615	149.0981844	NOVAR ST
2313	Melbourne Av opp Canberra Girls Grammar Senior Sch	-35.31847878	149.1155748	MELBOURNE AV
2328	Canberra Av after Giles St	-35.320037	149.1383441	CANBERRA AV
2329	Giles St before Canberra Av	-35.31944369	149.1375365	GILES ST
2330	Giles St after Leichhardt St	-35.31720251	149.1389679	GILES ST
2331	Eyre St before Leichhardt St	-35.31826702	149.140351	EYRE ST
2332	Dalrymple St before Goyder St	-35.34295208	149.1384826	DALRYMPLE ST
2333	Dalrymple St after Goyder St	-35.34310079	149.1386373	DALRYMPLE ST
2334	Jindalee Aged Care Goyder St	-35.34137245	149.1424138	GOYDER ST
2335	Goyder St opp Jindalee Aged Care	-35.34120422	149.1424963	GOYDER ST
2338	Narrabundah College Goyder St	-35.3384092	149.1480036	GOYDER ST
2339	Goyder St opp Narrabundah College	-35.33819908	149.1485657	GOYDER ST
2340	Goyder St opp Kyeema St	-35.33669563	149.1535161	GOYDER ST
2341	Goyder St after Kyeema St	-35.33675392	149.1529258	GOYDER ST
2342	130 Goyder St	-35.33706503	149.1560045	GOYDER ST
2343	Goyder St opp 128	-35.33712538	149.1565122	GOYDER ST
2344	92 Matina St	-35.334382	149.1586428	MATINA ST
2345	Matina St opp 98	-35.33474102	149.1584785	MATINA ST
2346	Kootara Cr after Deeban Pl	-35.33300585	149.1584181	KOOTARA CR
2347	Kootara Cr after Matina St	-35.33309638	149.1585481	KOOTARA CR
2348	Kootara Cr before Boolimba Cr	-35.33297303	149.1566208	KOOTARA CR
2350	Narrabundah Shops Kootara Cr	-35.33251758	149.1547121	KOOTARA CR
2351	Kootara Cr opp Narrabundah Shops	-35.33193892	149.1536957	KOOTARA CR
2352	Kootara Cr before Bundeela St	-35.33117251	149.1521859	KOOTARA CR
2353	Narrabundah PS Kootara Cr	-35.3299265	149.1509802	KOOTARA CR
2354	Kootara Cr opp Narrabundah PS	-35.32889316	149.1500816	KOOTARA CR
2355	Kootara Cr before Keira St	-35.32732494	149.1495043	KOOTARA CR
2361	McIntyre St after Stuart St	-35.33147042	149.1453183	MCINTYRE ST
2362	McIntyre St opp Stuart St	-35.33175688	149.1450256	MCINTYRE ST
2363	Stuart St at Strzelecki Cr	-35.33077703	149.1437522	STUART ST
2364	Stuart St before Strzelecki Cr	-35.33017827	149.1434064	STUART ST
2365	Griffith Shops Stuart St	-35.32865586	149.1421243	STUART ST
2366	Stuart St opp Griffith Shops	-35.32796201	149.1412941	STUART ST
2367	Stuart St before Barrallier St	-35.32549546	149.1392117	STUART ST
2368	Stuart St after Barrallier St	-35.32555521	149.1394013	STUART ST
2369	Stuart St after Hann St	-35.32367624	149.1377866	STUART ST
2370	Stuart St after Lockyer St	-35.32366872	149.1376511	STUART ST
2371	Captain Cook Cr opp Manuka Shops	-35.32107066	149.1351001	CAPTAIN COOK CR
2372	Manuka Shops Captain Cook Cr	-35.32167858	149.1345211	CAPTAIN COOK CR
2373	Wentworth Av opp Old Bus Depot Markets	-35.31308768	149.1432169	WENTWORTH AV
2374	Old Bus Depot Markets Wentworth Av	-35.31162705	149.1428738	WENTWORTH AV
2375	Brisbane Av after Macquarie St	-35.30925803	149.136503	BRISBANE AV
2376	Australian Federal Police College Brisbane Av	-35.30974615	149.1370404	BRISBANE AV
2378	St Peter & St Pauls PS Yamba Dr	-35.3399989	149.0931231	YAMBA DR
2379	Yamba Dr before Kitchener St	-35.34246202	149.0969044	YAMBA DR
2380	Yamba Dr opp Justinian St	-35.3411344	149.0947576	YAMBA DR
2382	Canberra Hospital Yamba Dr	-35.34648372	149.0997502	YAMBA DR
2387	Ipswich St after Wiluna St	-35.32912908	149.1630286	IPSWICH ST
2389	Gladstone St before Maryborough St	-35.32360849	149.1726733	GLADSTONE ST
2390	Gladstone St before Kembla St	-35.322264	149.1747492	GLADSTONE ST
2391	86 Gladstone St	-35.32229398	149.1796403	GLADSTONE ST
2392	120 Gladstone St	-35.32396955	149.1822031	GLADSTONE ST
2394	Canberra Montessori School Mulley St	-35.33192129	149.0490585	MULLEY ST
2395	Blackwood Tce after Calder Cr	-35.33433943	149.0484551	BLACKWOOD TCE
2396	Blackwood Tce after Mulley St	-35.33441164	149.0485031	BLACKWOOD TCE
2397	Blackwood Tce after Pearson St	-35.33562519	149.0464732	BLACKWOOD TCE
2398	Macfarland Cr opp Pearce Shops	-35.36315461	149.0813303	MACFARLAND CR
2401	Newcastle St before Molonglo Mall	-35.32911956	149.1781625	NEWCASTLE ST
2403	Wollongong St before Maryborough St	-35.32744724	149.1775171	WOLLONGONG ST
2406	Albany St before Collie St	-35.32740606	149.1811999	ALBANY ST
2407	Wollongong St after Collie St	-35.32672381	149.1783919	WOLLONGONG ST
2408	Blackwood Tce after Hyndes Cr	-35.335564	149.0463605	BLACKWOOD TCE
2409	Burrinjuck Cr after 1st Serpentine St	-35.33288844	149.0373382	BURRINJUCK CR
2410	Wyangala St before Hindmarsh Dr	-35.34255802	149.032302	WYANGALA ST
2415	Waramanga Shops Nemerang Cr	-35.35247651	149.0606058	NEMARANG CR
2416	Nemarang Cr opp Waramanga Shops	-35.35267943	149.060601	NEMARANG CR
2417	Arawang PS Nemerang Cr	-35.35548303	149.0602343	NEMARANG CR
2418	Nemarang Cr opp Arawang PS	-35.35540204	149.0603841	NEMARANG CR
2419	Yambina Cr before Wirangu Pl	-35.35739471	149.0594641	YAMBINA CR
2421	Yambina Cr before Badimara St	-35.35776048	149.0594778	YAMBINA CR
2423	Fremantle Dr after Bunbury St	-35.3490072	149.0495495	FREMANTLE DR
2424	Fremantle Dr opp Bunbury St	-35.34893995	149.0494224	FREMANTLE DR
2425	Fremantle Dr after 2nd Mackie Cr	-35.352453	149.0492152	FREMANTLE DR
2426	Fremantle Dr opp 2nd Reveley Cr	-35.3525074	149.0490372	FREMANTLE DR
2427	Fremantle Dr after 1st Reveley Cr	-35.35336289	149.0475502	FREMANTLE DR
2428	Fremantle Dr before Crowder Cct	-35.35385097	149.0468902	FREMANTLE DR
2429	Bangalay Cr after Casuarina St	-35.34900647	149.0364248	BANGALAY CR
2430	Bangalay Cr opp Casuarina St	-35.34900879	149.0366614	BANGALAY CR
2431	Bangalay Cr opp Rivett Shops	-35.3467802	149.0359706	BANGALAY CR
2432	Rivett Shops Bangalay Cr	-35.34703435	149.0360287	BANGALAY CR
2433	Carbeen St after Bangalay Cr	-35.3443487	149.0395074	CARBEEN ST
2434	Carbeen St after 2nd Gungurra Cr	-35.34447043	149.0394522	CARBEEN ST
2435	Carbeen St opp 2nd Gungurra Cr	-35.34401574	149.0430474	CARBEEN ST
2436	Carbeen St after 1st Gungurra Cr	-35.34412762	149.0429886	CARBEEN ST
2437	Carbeen St before Tristania St	-35.34244568	149.0456902	CARBEEN ST
2438	Carbeen St before Hindmarsh Dr	-35.34238542	149.0455226	CARBEEN ST
